Sno,Company,calendar_year,OperatingExpenseExItems,NetIncome,PaymentsOfDividends,DPR,DPR0,DDPR,NI0,Ex0,p
2193,Harley Davidson Inc,2018,93401000,531451000,245810000,0.462526178,-,#VALUE!,-,-,0.25605336
2194,Hartford Financial Services Group Inc/DE,2018,,1807000000,379000000,0.2097399,-,#VALUE!,-,-,0.25605336
2195,Hasbro Inc,2018,,220434000,309258000,1.402950543,-,#VALUE!,-,-,0.25605336
2196,"HCA Healthcare, Inc.",2018,-428000000,4389000000,487000000,0.110959216,-,#VALUE!,-,-,0.25605336
2197,"Hcp, Inc.",2018,66032000,1073474000,696913000,0.649212743,-,#VALUE!,-,-,0.25605336
2198,"Helmerich & Payne, Inc.",2018,468000,482672000,308430000,0.63900537,-,#VALUE!,-,-,0.25605336
2199,Henry Schein Inc,2018,101400000,562126000,,0,-,#VALUE!,-,-,0.25605336
2200,Hershey Co,2018,76832000,1171051000,562521000,0.48035568,-,#VALUE!,-,-,0.25605336
2201,Hess Corp,2018,0,-115000000,345000000,-3,-,#VALUE!,-,-,0.25605336
2202,Hewlett Packard Enterprise Co,2018,189000000,1908000000,570000000,0.298742138,-,#VALUE!,-,-,0.25605336
2203,Hilton Worldwide Holdings Inc.,2018,,769000000,181000000,0.235370611,-,#VALUE!,-,-,0.25605336
2204,HollyFrontier Corp,2018,0,1177224000,233544000,0.198385354,-,#VALUE!,-,-,0.25605336
2205,Hologic Inc,2018,,-111300000,,0,-,#VALUE!,-,-,0.25605336
2206,Home Depot Inc,2018,,11121000000,-4704000000,-0.422983545,-,#VALUE!,-,-,0.25605336
2207,Honeywell International Inc,2018,,6828000000,2272000000,0.33274751,-,#VALUE!,-,-,0.25605336
2208,Hormel Foods Corp /DE/,2018,17279000,1012582000,388107000,0.383284514,-,#VALUE!,-,-,0.25605336
2209,Horton D R Inc /DE/,2018,-18800000,1462300000,188400000,0.128838132,-,#VALUE!,-,-,0.25605336
2210,"Host Hotels & Resorts, Inc.",2018,-7000000,1151000000,629000000,0.546481321,-,#VALUE!,-,-,0.25605336
2211,Hp Inc,2018,255000000,5327000000,899000000,0.168762906,-,#VALUE!,-,-,0.25605336
2212,Humana Inc,2018,,1683000000,265000000,0.157456922,-,#VALUE!,-,-,0.25605336
2213,Hunt J B Transport Services Inc,2018,,489585000,104994000,0.2144551,-,#VALUE!,-,-,0.25605336
2214,Huntington Bancshares Inc/MD,2018,,1393000000,584000000,0.419239052,-,#VALUE!,-,-,0.25605336
2215,"Huntington Ingalls Industries, Inc.",2018,,836000000,132000000,0.157894737,-,#VALUE!,-,-,0.25605336
2216,Idexx Laboratories Inc /DE,2018,,377047000,,0,-,#VALUE!,-,-,0.25605336
2217,IHS Markit Ltd.,2018,1700000,539200000,,0,-,#VALUE!,-,-,0.25605336
2218,Illinois Tool Works Inc,2018,189000000,2563000000,1124000000,0.438548576,-,#VALUE!,-,-,0.25605336
2649,Illumina Inc,2018,,782000000,,0,0,0,458000000,0,0.25605336
2650,Incyte Corp,2018,,109493000,,0,0,0,6531000,0,0.25605336
2651,Ingersoll-Rand plc,2018,0,1357500000,479500000,0.353222836,0.444200351,-0.090977515,682800000,0,0.25605336
2652,Intel Corp,2018,-72000000,21053000000,5541000000,0.263192894,0.398949212,-0.135756318,11420000000,354000000,0.25605336
2653,"Intercontinental Exchange, Inc.",2018,34000000,2020000000,555000000,0.274752475,0.255598456,0.01915402,1295000000,88000000,0.25605336
2654,International Business Machines Corp,2018,,8728000000,5666000000,0.649175069,0.371266111,0.277908958,13190000000,0,0.25605336
2655,International Flavors & Fragrances Inc,2018,3902000,339781000,230218000,0.677548185,0.378941292,0.298606893,419247000,7594000,0.25605336
2656,International Paper Co /NEW/,2018,151000000,2017000000,789000000,0.391175012,0.747001091,-0.355826078,917000000,563000000,0.25605336
2657,"Interpublic Group Of Companies, Inc.",2018,,637700000,322100000,0.50509644,0.406867846,0.098228594,480500000,0,0.25605336
2658,Intuit Inc,2018,,1211000000,407000000,0.336085879,0.775342466,-0.439256586,365000000,148000000,0.25605336
2659,Intuitive Surgical Inc,2018,,1125000000,,0,0,0,588800000,0,0.25605336
2660,Invesco Ltd.,2018,,883100000,490600000,0.555542974,0.471424126,0.084118847,964100000,0,0.25605336
2661,Ipg Photonics Corp,2018,,404169000,,0,0,0,242027000,0,0.25605336
2662,Iqvia Holdings Inc.,2018,68000000,284000000,,0,0,0,388000000,32000000,0.25605336
2663,Iron Mountain Inc,2018,-9818000,364549000,673635000,1.847858587,3.246791211,-1.398932624,125203000,3000000,0.25605336
2664,Jacobs Engineering Group Inc /DE/,2018,,173142000,86569000,0.499988449,0,0.499988449,328882000,0,0.25605336
2665,Jefferies Financial Group Inc.,2018,,1051076000,151758000,0.14438347,0.367100206,-0.222716736,252111000,0,0.25605336
2666,Johnson & Johnson,2018,251000000,15297000000,9494000000,0.620644571,0.530404309,0.090240262,15409000000,509000000,0.25605336
2667,Johnson Controls International plc,2018,263000000,2383000000,954000000,0.400335711,0.391304348,0.009031363,1679000000,215000000,0.25605336
2668,Jpmorgan Chase & Co,2018,,32474000000,10109000000,0.31129519,0.322109484,-0.010814294,24442000000,0,0.25605336
2669,Juniper Networks Inc,2018,7300000,566900000,249300000,0.439760099,0.246646678,0.193113421,633700000,-600000,0.25605336
2670,Kansas City Southern,2018,,629400000,147500000,0.234350175,0.28868741,-0.054337235,485300000,0,0.25605336
2671,Kellogg Co,2018,,1344000000,762000000,0.566964286,1.140065147,-0.573100861,614000000,0,0.25605336
2672,Keycorp /NEW/,2018,,1866000000,656000000,0.351554126,0.290217391,0.061336735,920000000,0,0.25605336
2673,"Keysight Technologies, Inc.",2018,709000000,165000000,,0,0,0,513000000,0,0.25605336
2674,Kimberly Clark Corp,2018,,1445000000,1386000000,0.95916955,1.193245779,-0.234076228,1066000000,0,0.25605336
2675,Kimco Realty Corp,2018,79207000,498463000,529756000,1.062778983,0.50640065,0.556378333,900143000,45383000,0.25605336
2676,"Kinder Morgan, Inc.",2018,167000000,1919000000,1774000000,0.924439812,20.30769231,-19.3832525,208000000,2069000000,0.25605336
2677,Kraft Heinz Co,2018,,-10292000000,,0,3.403400309,-3.403400309,647000000,0,0.25605336
2678,"L3 Technologies, Inc.",2018,-42000000,1026000000,254000000,0.247563353,-0.951111111,1.198674464,-225000000,77000000,0.25605336
2679,Laboratory Corp Of America Holdings,2018,48100000,883900000,,0,0,0,438700000,113900000,0.25605336
2680,Leggett & Platt Inc,2018,3500000,306100000,193700000,0.632799739,0.52126367,0.111536069,329200000,5800000,0.25605336
2681,Lennar Corp /NEW/,2018,152980000,1717513000,49159000,0.0286222,0.040517578,-0.011895378,819200000,0,0.25605336
2682,Lilly Eli & Co,2018,482000000,3232000000,2311800000,0.715284653,0.883283508,-0.167998854,2408400000,367700000,0.25605336
2683,Lincoln National Corp,2018,,1641000000,289000000,0.176112127,0.17677643,-0.000664303,1154000000,0,0.25605336
2684,Lkq Corp,2018,65672000,483168000,,0,0,0,423223000,19511000,0.25605336
2685,Lockheed Martin Corp,2018,,5046000000,2347000000,0.465120888,0.53592233,-0.070801442,3605000000,82000000,0.25605336
2686,Loews Corp,2018,,706000000,80000000,0.113314448,0.31358885,-0.200274403,287000000,0,0.25605336
2687,Lowes Companies Inc,2018,,,,#DIV/0!,0.375883739,#DIV/0!,2546000000,0,0.25605336
2688,LyondellBasell Industries N.V.,2018,,4690000000,1554000000,0.331343284,0.315154224,0.016189059,4474000000,0,0.25605336
2689,M&T Bank Corp,2018,,1918080000,582903000,0.303899212,0.42261827,-0.118719059,1079667000,0,0.25605336
2690,Macerich Co,2018,,68972000,453634000,6.577074755,1.5052418,5.071832955,522912000,0,0.25605336
2691,"Macy's, Inc.",2018,525000000,1098000000,,0,0.426168224,-0.426168224,1070000000,76000000,0.25605336
3175,Nucor Corp,2018,110000000,2481084000,485376000,0.19563062,2.483717557,-2.288086937,193030000,244833000,0.25605336
3176,Nvidia Corp,2018,0,4141000000,371000000,0.089591886,0.346905537,-0.257313651,614000000,131000000,0.25605336
3177,O Reilly Automotive Inc,2018,,1324487000,,0,0,0,931216000,0,0.25605336
3178,Occidental Petroleum Corp /DE/,2018,561000000,4131000000,2374000000,0.574679254,-0.289181249,0.863860504,-7829000000,10239000000,0.25605336
3179,Omnicom Group Inc.,2018,,1440500000,548500000,0.380770566,0.412747216,-0.03197665,1203400000,0,0.25605336
3180,Oneok Inc /NEW/,2018,-601000,1155032000,1335058000,1.155862348,1.342836799,-0.186974451,379195000,78044000,0.25605336
3181,Paccar Inc,2018,,2195100000,804300000,0.366406997,0.42425187,-0.057844873,1604000000,0,0.25605336
3182,Packaging Corp Of America,2018,,738000000,268100000,0.363279133,0.45970696,-0.096427827,436800000,0,0.25605336
3183,"PayPal Holdings, Inc.",2018,,2057000000,,0,0,0,1228000000,0,0.25605336
3184,PENTAIR plc,2018,,347400000,187200000,0.538860104,-3.032722513,3.571582617,-76400000,0,0.25605336
3185,"People's United Financial, Inc.",2018,,468100000,257900000,0.550950652,0.773548635,-0.222597984,260100000,0,0.25605336
3186,Pepsico Inc,2018,,12559000000,4930000000,0.392547177,0.734411925,-0.341864748,5501000000,1359000000,0.25605336
3187,Perkinelmer Inc,2018,11144000,237927000,31009000,0.130329891,0.148621867,-0.018291975,212425000,13547000,0.25605336
3188,PERRIGO Co plc,2018,245400000,131000000,104900000,0.800763359,-37.94736842,38.74813178,-1900000,250300000,0.25605336
3189,Pfizer Inc,2018,1044000000,11188000000,7978000000,0.713085449,0.993415402,-0.280329954,6986000000,1152000000,0.25605336
3190,Philip Morris International Inc.,2018,,8286000000,6885000000,0.830919623,0.888794084,-0.057874461,7032000000,68000000,0.25605336
3191,Phillips 66,2018,8000000,5873000000,1436000000,0.244508769,0.273831776,-0.029323007,4280000000,7000000,0.25605336
3192,Pinnacle West Capital Corp,2018,,530540000,308892000,0.582221887,0.56999715,0.012224737,456190000,0,0.25605336
3193,Pioneer Natural Resources Co,2018,191000000,975000000,55000000,0.056410256,-0.045112782,0.101523038,-266000000,1155000000,0.25605336
3194,"Pnc Financial Services Group, Inc.",2018,,5346000000,1837000000,0.343621399,0.303403331,0.040218068,4143000000,0,0.25605336
3195,Ppg Industries Inc,2018,66000000,1358000000,453000000,0.333578792,0.268395235,0.065183558,1427000000,148000000,0.25605336
3196,PPL Corp,2018,,1827000000,1133000000,0.62014231,1.472140762,-0.851998453,682000000,0,0.25605336
3197,Price T Rowe Group Inc,2018,,1768700000,694300000,0.392548199,0.865903516,-0.473355317,1223000000,0,0.25605336
3198,Principal Financial Group Inc,2018,,1553700000,598600000,0.385273862,0.365065432,0.02020843,1253200000,0,0.25605336
3199,Progressive Corp/OH/,2018,,2621000000,668400000,0.255017169,0.310342176,-0.055325007,1300500000,0,0.25605336
3200,"Prologis, Inc.",2018,,1822960000,1123367000,0.616232391,0.869458626,-0.253226234,925515000,0,0.25605336
3201,Prudential Financial Inc,2018,,4088000000,1521000000,0.372064579,0.195553221,0.176511358,5712000000,0,0.25605336
3202,Public Service Enterprise Group Inc,2018,,1438000000,910000000,0.632823366,0.469922573,0.162900793,1679000000,0,0.25605336
3203,Public Storage,2018,,1717223000,1612680000,0.939120895,1.040481479,-0.101360585,1317689000,0,0.25605336
3204,Pultegroup Inc/MI/,2018,,1022023000,104020000,0.101778531,0.234690036,-0.132911505,494090000,0,0.25605336
3205,Qualcomm Inc/DE,2018,,-4964000000,3466000000,-0.698227236,0.546697039,-1.244924275,5268000000,0,0.25605336
3206,Quanta Services Inc,2018,49375000,296007000,,0,0,0,321824000,58451000,0.25605336
3207,Quest Diagnostics Inc,2018,4000000,788000000,266000000,0.337563452,0.281540505,0.056022947,753000000,-334000000,0.25605336
3208,Raymond James Financial Inc,2018,3927000,850917000,151336000,0.177850484,0.198895827,-0.021045343,518578000,0,0.25605336
3209,Raytheon Co/,2018,,2882000000,975000000,0.338306731,0.378262933,-0.039956202,2107000000,0,0.25605336
3210,Realty Income Corp,2018,26269000,364598000,761582000,2.088826598,1.967028839,0.121797759,284855000,10560000,0.25605336
3211,Regency Centers Corp,2018,38437000,252325000,375978000,1.490054493,0.138072543,1.35198195,152543000,0,0.25605336
3212,Regeneron Pharmaceuticals Inc,2018,,2444400000,,0,0,0,636056000,0,0.25605336
3213,Regions Financial Corp,2018,,1759000000,516000000,0.293348493,0.346516008,-0.053167514,1062000000,0,0.25605336
3214,"Republic Services, Inc.",2018,-18500000,1037600000,461800000,0.445065536,0.532116205,-0.087050669,750400000,0,0.25605336
3701,Rockwell Automation Inc,2018,,535500000,440800000,0.823155929,0.423030449,0.40012548,827600000,0,0.25605336
3702,Rollins Inc,2018,-875000,231663000,152742000,0.659328421,0.603060158,0.056268263,152149000,-1953000,0.25605336
3703,Roper Technologies Inc,2018,,944400000,170100000,0.180114358,0.14414417,0.035970188,696067000,0,0.25605336
3704,Royal Caribbean Cruises Ltd,2018,,1815792000,527494000,0.290503538,0.420875871,-0.130372333,665783000,411267000,0.25605336
3705,S&P Global Inc.,2018,,2121000000,503000000,0.237152287,0.286277603,-0.049125316,1268000000,0,0.25605336
3706,Sba Communications Corp,2018,27134000,47451000,,0,0,0,-175656000,94783000,0.25605336
3707,Schlumberger Limited/NV,2018,141000000,2177000000,2770000000,1.272393202,1.133021077,0.139372124,2135000000,2575000000,0.25605336
3708,Schwab Charles Corp,2018,,3507000000,787000000,0.224408326,0.267449896,-0.04304157,1447000000,0,0.25605336
3709,Sealed Air Corp/DE,2018,47800000,193100000,104100000,0.539098912,0.31842576,0.220673152,335400000,48700000,0.25605336
3710,Sempra Energy,2018,598000000,1126000000,967000000,0.858792185,0.43301105,0.425781135,1448000000,-61000000,0.25605336
3711,Sherwin Williams Co,2018,136333000,1108746000,322934000,0.291260577,0.236890674,0.054369903,1053849000,0,0.25605336
3712,Simon Property Group Inc /DE/,2018,,2822343000,2449071000,0.867743928,0.878378966,-0.010635038,2139375000,0,0.25605336
3713,"Skyworks Solutions, Inc.",2018,800000,918400000,243200000,0.264808362,0.154202681,0.110605682,798300000,3400000,0.25605336
3714,Sl Green Realty Corp,2018,,270856000,313230000,1.156444753,0.810744065,0.345700688,317459000,0,0.25605336
3715,Smith A O Corp,2018,6700000,444200000,130100000,0.292886087,0.239660657,0.05322543,282900000,0,0.25605336
3716,SNAP-ON Inc,2018,,696200000,192000000,0.275782821,0.260701182,0.015081639,490600000,0,0.25605336
3717,Southern Co,2018,242000000,2300000000,2425000000,1.054347826,0.804517454,0.249830372,2435000000,0,0.25605336
3718,Southwest Airlines Co,2018,,2465000000,332000000,0.134685598,0.082530949,0.052154649,2181000000,0,0.25605336
3719,"Stanley Black & Decker, Inc.",2018,161100000,605800000,384900000,0.635358204,0.362000679,0.273357525,883700000,47600000,0.25605336
3720,Starbucks Corp,2018,224400000,4518000000,1743400000,0.385878707,0.336534628,0.049344079,2759300000,0,0.25605336
3721,State Street Corp,2018,24000000,2599000000,828000000,0.318584071,0.330808081,-0.01222401,1980000000,25000000,0.25605336
3722,Stryker Corp,2018,,3553000000,703000000,0.197860963,0.362056984,-0.164196021,1439000000,0,0.25605336
3723,Suntrust Banks Inc,2018,,2784000000,936000000,0.336206897,0.277406073,0.058800823,1943000000,0,0.25605336
3724,Svb Financial Group,2018,,1011348000,,0,0,0,374820000,0,0.25605336
3725,Synchrony Financial,2018,,2790000000,534000000,0.191397849,0,0.191397849,2214000000,0,0.25605336
3726,Synopsys Inc,2018,12945000,432518000,,0,0,0,225934000,15088000,0.25605336
3727,TE Connectivity Ltd.,2018,126000000,2565000000,588000000,0.229239766,0.207438017,0.02180175,2420000000,152000000,0.25605336
3728,TechnipFMC plc,2018,,-1910800000,,0,7.05,-7.05,14000000,438100000,0.25605336
3729,Teleflex Inc,2018,77842000,200802000,62165000,0.30958357,0.230073297,0.079510273,245713000,7411000,0.25605336
3730,Texas Instruments Inc,2018,321000000,5580000000,2555000000,0.457885305,0.483590087,-0.025704782,2986000000,258000000,0.25605336
3731,Textron Inc,2018,,1222000000,20000000,0.016366612,0.031563845,-0.015197233,697000000,0,0.25605336
3732,Thermo Fisher Scientific Inc.,2018,50000000,2938000000,266000000,0.090537781,0.122025316,-0.031487536,1975000000,116000000,0.25605336
3733,Tjx Companies Inc /DE/,2018,,3059798000,-922600000,-0.301523172,0.23896081,-0.540483982,2277658000,0,0.25605336
3734,Torchmark Corp,2018,,701466000,71421000,0.101816767,0.126918991,-0.025102224,527100000,0,0.25605336
3735,Total System Services Inc,2018,,577917000,94557000,0.163616921,0.199644484,-0.036027563,369041000,0,0.25605336
3736,Tractor Supply Co /DE/,2018,,532357000,147087000,0.276293916,0.251223821,0.025070095,410395000,0,0.25605336
3737,TransDigm Group INC,2018,,957062000,56148000,0.058667046,0.007524396,0.05114265,447212000,0,0.25605336
3738,"Travelers Companies, Inc.",2018,,2523000000,814000000,0.322631788,0.214888049,0.107743739,3439000000,0,0.25605336
3739,"TripAdvisor, Inc.",2018,,113000000,,0,0,0,198000000,0,0.25605336
3740,"Twitter, Inc.",2018,,1205596000,,0,0,0,-521031000,0,0.25605336
4232,Tyson Foods Inc,2018,,3027000000,431000000,0.1423852,0.120098039,0.022287161,1224000000,0,0.25605336
4233,"UDR, Inc.",2018,,221542000,346077000,1.562128174,0.803255693,0.758872481,357159000,0,0.25605336
4234,"Under Armour, Inc.",2018,183149000,-46302000,0,0,0,0,232573000,0,0.25605336
4235,Union Pacific Corp,2018,,5966000000,2299000000,0.385350318,0.491198659,-0.10584834,4772000000,0,0.25605336
4236,"United Continental Holdings, Inc.",2018,487000000,2129000000,,0,0,0,7340000000,326000000,0.25605336
4237,United Parcel Service Inc,2018,,4791000000,3011000000,0.628470048,0.521263419,0.107206629,4844000000,0,0.25605336
4238,United Rentals Inc /DE,2018,67000000,1096000000,,0,0,0,585000000,-20000000,0.25605336
4239,United Technologies Corp /DE/,2018,,5269000000,2170000000,0.411842854,0.287066246,0.124776608,7608000000,0,0.25605336
4240,Unitedhealth Group Inc,2018,,12382000000,3320000000,0.268131158,0.304362645,-0.036231487,5868000000,0,0.25605336
4241,Universal Health Services Inc,2018,,797883000,37342000,0.046801348,0.052660324,-0.005858976,750698000,0,0.25605336
4242,Unum Group,2018,,523400000,215600000,0.411922048,0.20089955,0.211022498,867100000,0,0.25605336
4243,Us Bancorp \DE\,2018,,7124000000,2366000000,0.332116788,0.340300017,-0.008183229,5933000000,0,0.25605336
4244,Valero Energy Corp/TX,2018,0,3353000000,1369000000,0.408291083,0.206778834,0.201512248,4101000000,0,0.25605336
4245,Varian Medical Systems Inc,2018,58800000,150300000,,0,0,0,412000000,0,0.25605336
4246,Ventas Inc,2018,30547000,415981000,1127143000,2.709602121,2.393512268,0.316089853,419222000,102944000,0.25605336
4247,Verisign Inc/CA,2018,,582489000,,0,0,0,375236000,0,0.25605336
4248,"Verisk Analytics, Inc.",2018,,598700000,,0,0,0,507600000,0,0.25605336
4249,Verizon Communications Inc,2018,4591000000,16039000000,9772000000,0.609264917,0.464653061,0.144611856,18375000000,0,0.25605336
4250,Vertex Pharmaceuticals Inc / MA,2018,28816000,2087103000,,0,0,0,-588181000,2206000,0.25605336
4251,Viacom Inc.,2018,225000000,1759000000,322000000,0.183058556,0.281718282,-0.098659726,2002000000,206000000,0.25605336
4252,Visa Inc.,2018,,10301000000,1918000000,0.186195515,0.185998736,0.000196779,6328000000,0,0.25605336
